Project_ID,Project_Name,Site_Location,Contractor_Name,Supplier_Name,Material_Category,Material_Description,PO_Number,PO_Date,Requested_Date,Delivery_Date,Quantity,Unit_Cost,Total_Cost,Budgeted_Cost,Cost_Variance,Cost_Variance_Pct,Currency,Lead_Time_Days,Risk_Level,Buyer
PRJ1736,Metro Station Upgrade E,Athens,Apex Construction Group,Nordic Timber Solutions,Steel,Steel beams,PO200225,2024-12-10,2024-11-23,2025-02-11,222,677.76,150462.72,147551.61,2911.11,1.97,EUR,80,Medium,Buyer C
PRJ1228,Hotel Renovation C,Athens,Atlas Engineering Contractors,Helios Logistics Services,Plumbing,PVC pipes,PO200226,2024-02-20,2024-02-06,2024-04-21,16,194.05,3104.8,3149.86,-45.06,-1.43,EUR,75,Medium,Buyer C
PRJ1157,Commercial Complex B,Thessaloniki,Orion Build Partners,Omega HVAC Equipment,Concrete,Concrete additives,PO200227,2023-09-04,2023-08-20,2023-11-19,214,65.41,13997.74,14880.17,-882.43,-5.93,EUR,91,Medium,Buyer D
PRJ1608,Industrial Warehouse D,Thessaloniki,Atlas Engineering Contractors,Nordic Timber Solutions,Safety Equipment,Safety barriers,PO200228,2024-03-14,2024-02-15,2024-05-01,4,128.37,513.48,557.41,-43.93,-7.88,EUR,76,Medium,Buyer A
PRJ1507,Metro Station Upgrade E,Patras,Atlas Engineering Contractors,Omega HVAC Equipment,Concrete,Ready-mix concrete,PO200229,2023-07-22,2023-06-24,2023-09-23,492,133.31,65588.52,72420.11,-6831.59,-9.43,EUR,91,Medium,Buyer D
PRJ1564,Office Building F,Volos,Orion Build Partners,Alpha Cement Supplies,Logistics,Site delivery service,PO200230,2023-07-03,2023-06-16,2023-09-13,351,1448.65,508476.15,484861.33,23614.82,4.87,EUR,89,Medium,Buyer C
PRJ1459,Office Building F,Athens,Helios Civil Works,Atlas Safety Equipment,Concrete,Concrete additives,PO200231,2023-05-03,2023-04-13,2023-06-22,282,61.24,17269.68,17947.97,-678.29,-3.78,EUR,70,Medium,Buyer B
PRJ1446,Commercial Complex B,Volos,Helios Civil Works,Atlas Safety Equipment,Safety Equipment,Helmets,PO200232,2024-02-05,2024-01-08,2024-04-10,277,124.94,34608.38,39058.95,-4450.57,-11.39,EUR,93,Medium,Buyer C
PRJ1721,Hotel Renovation C,Larissa,Helios Civil Works,Gamma Electrical Systems,Timber,Plywood sheets,PO200233,2023-10-21,2023-10-13,2023-10-28,93,145.93,13571.49,14281.34,-709.85,-4.97,EUR,15,Low,Buyer D
PRJ1699,Commercial Complex B,Volos,Apex Construction Group,Delta Plumbing Materials,Plumbing,Water fittings,PO200234,2023-10-07,2023-09-26,2023-12-20,272,208.12,56608.64,55023.72,1584.92,2.88,EUR,85,Medium,Buyer A
PRJ1260,Industrial Warehouse D,Patras,Delta Infrastructure Services,Gamma Electrical Systems,Concrete,Ready-mix concrete,PO200235,2024-09-01,2024-08-11,2024-09-23,471,56.28,26507.88,30334.38,-3826.5,-12.61,EUR,43,Low,Buyer B
PRJ1008,Office Building F,Heraklion,Apex Construction Group,Gamma Electrical Systems,Concrete,Concrete additives,PO200236,2023-07-17,2023-06-24,2023-09-02,336,184.92,62133.12,55826.7,6306.42,11.3,EUR,70,Medium,Buyer A
PRJ1074,Industrial Warehouse D,Larissa,Orion Build Partners,Helios Logistics Services,Electrical,Electrical panels,PO200237,2024-05-25,2024-04-29,2024-08-21,242,598.38,144807.96,123612.55,21195.41,17.15,EUR,114,High,Buyer C
PRJ1603,Office Building F,Larissa,Atlas Engineering Contractors,Alpha Cement Supplies,Electrical,Cable trays,PO200238,2023-05-24,2023-04-28,2023-08-21,170,268.27,45605.9,48737.13,-3131.23,-6.42,EUR,115,High,Buyer C
PRJ1546,Hotel Renovation C,Athens,Apex Construction Group,Omega HVAC Equipment,Plumbing,Water fittings,PO200239,2024-08-31,2024-08-16,2024-09-17,10,288.31,2883.1,3306.99,-423.89,-12.82,EUR,32,Low,Buyer A
PRJ1858,Office Building F,Athens,Helios Civil Works,Omega HVAC Equipment,Electrical,Cable trays,PO200240,2023-07-20,2023-06-28,2023-10-16,117,72.37,8467.29,8325.97,141.32,1.7,EUR,110,High,Buyer D
PRJ1628,Commercial Complex B,Patras,Atlas Engineering Contractors,Alpha Cement Supplies,HVAC,Air handling units,PO200241,2023-05-04,2023-04-28,2023-07-29,449,1240.43,556953.07,626834.93,-69881.86,-11.15,EUR,92,Medium,Buyer A
PRJ1709,Hotel Renovation C,Patras,Delta Infrastructure Services,Gamma Electrical Systems,Steel,Steel beams,PO200242,2023-07-06,2023-06-17,2023-09-13,278,1108.03,308032.34,349659.14,-41626.8,-11.9,EUR,88,Medium,Buyer C
PRJ1462,Industrial Warehouse D,Thessaloniki,Orion Build Partners,Nordic Timber Solutions,Electrical,Electrical panels,PO200243,2023-11-22,2023-11-13,2024-01-25,303,687.05,208176.15,201989.68,6186.47,3.06,EUR,73,Medium,Buyer D
PRJ1505,Hotel Renovation C,Heraklion,Helios Civil Works,Nordic Timber Solutions,HVAC,HVAC filters,PO200244,2024-04-08,2024-03-28,2024-04-20,368,1665.21,612797.28,558946.34,53850.94,9.63,EUR,23,Medium,Buyer A
PRJ1989,Commercial Complex B,Heraklion,Atlas Engineering Contractors,Beta Steel Trading,Concrete,Ready-mix concrete,PO200245,2023-12-15,2023-11-28,2024-02-24,280,160.02,44805.6,47853.49,-3047.89,-6.37,EUR,88,Medium,Buyer A
PRJ1830,Residential Tower A,Athens,Delta Infrastructure Services,Alpha Cement Supplies,Safety Equipment,Safety barriers,PO200246,2024-10-21,2024-09-25,2024-12-17,116,56.54,6558.64,5826.43,732.21,12.57,EUR,83,High,Buyer B
PRJ1515,Hotel Renovation C,Volos,Orion Build Partners,Delta Plumbing Materials,HVAC,Ventilation ducts,PO200247,2024-02-07,2024-01-26,2024-04-08,168,1241.48,208568.64,196301.21,12267.43,6.25,EUR,73,Medium,Buyer C
PRJ1702,Metro Station Upgrade E,Athens,Atlas Engineering Contractors,Gamma Electrical Systems,Safety Equipment,Safety barriers,PO200248,2023-12-12,2023-11-25,2024-01-21,169,108.15,18277.35,17196.78,1080.57,6.28,EUR,57,Medium,Buyer A
PRJ1661,Residential Tower A,Patras,Helios Civil Works,Beta Steel Trading,Timber,Plywood sheets,PO200249,2024-05-25,2024-05-01,2024-07-15,228,274.03,62478.84,60476.93,2001.91,3.31,EUR,75,Medium,Buyer B
PRJ1560,Industrial Warehouse D,Athens,Atlas Engineering Contractors,Omega HVAC Equipment,Safety Equipment,Helmets,PO200250,2023-05-27,2023-05-08,2023-06-09,139,79.16,11003.24,10546.75,456.49,4.33,EUR,32,Low,Buyer B
PRJ1104,Hotel Renovation C,Volos,Apex Construction Group,Nordic Timber Solutions,Concrete,Concrete additives,PO200251,2023-05-28,2023-05-01,2023-08-05,51,95.18,4854.18,5331.11,-476.93,-8.95,EUR,96,High,Buyer B
PRJ1262,Industrial Warehouse D,Heraklion,Delta Infrastructure Services,Gamma Electrical Systems,Safety Equipment,Helmets,PO200252,2024-12-11,2024-11-22,2025-02-10,418,105.26,43998.68,41957.26,2041.42,4.87,EUR,80,Medium,Buyer C
PRJ1474,Industrial Warehouse D,Heraklion,Helios Civil Works,Alpha Cement Supplies,Concrete,Concrete additives,PO200253,2024-05-03,2024-04-15,2024-07-22,175,110.03,19255.25,18169.16,1086.09,5.98,EUR,98,High,Buyer C
PRJ1900,Hotel Renovation C,Larissa,Atlas Engineering Contractors,Atlas Safety Equipment,Plumbing,PVC pipes,PO200254,2024-10-01,2024-09-21,2024-11-09,78,254.38,19841.64,19470.57,371.07,1.91,EUR,49,Low,Buyer A
PRJ1240,Office Building F,Patras,Atlas Engineering Contractors,Delta Plumbing Materials,Concrete,Concrete additives,PO200255,2024-07-04,2024-06-13,2024-08-17,193,90.98,17559.14,15549.46,2009.68,12.92,EUR,65,High,Buyer C
PRJ1997,Office Building F,Patras,Helios Civil Works,Helios Logistics Services,Steel,Metal frames,PO200256,2023-12-04,2023-11-28,2023-12-28,428,609.71,260955.88,274476.24,-13520.36,-4.93,EUR,30,Low,Buyer C
PRJ1565,Hotel Renovation C,Larissa,Atlas Engineering Contractors,Delta Plumbing Materials,Electrical,Cable trays,PO200257,2024-10-02,2024-09-10,2024-12-27,464,166.53,77269.92,66138.31,11131.61,16.83,EUR,108,High,Buyer B
PRJ1318,Commercial Complex B,Athens,Atlas Engineering Contractors,Atlas Safety Equipment,Concrete,Ready-mix concrete,PO200258,2024-04-17,2024-03-21,2024-04-26,412,100.36,41348.32,44868.22,-3519.9,-7.84,EUR,36,Low,Buyer C
PRJ1215,Office Building F,Patras,Delta Infrastructure Services,Helios Logistics Services,Steel,Rebar steel,PO200259,2023-05-31,2023-05-22,2023-07-21,452,1223.56,553049.12,591788.01,-38738.89,-6.55,EUR,60,Low,Buyer D
PRJ1017,Commercial Complex B,Volos,Helios Civil Works,Omega HVAC Equipment,Steel,Steel beams,PO200260,2024-02-19,2024-02-07,2024-04-26,361,1222.14,441192.54,443667.76,-2475.22,-0.56,EUR,79,Medium,Buyer A
PRJ1387,Commercial Complex B,Thessaloniki,Apex Construction Group,Gamma Electrical Systems,HVAC,Ventilation ducts,PO200261,2023-10-25,2023-09-27,2024-01-19,468,1840.31,861265.08,834810.22,26454.86,3.17,EUR,114,High,Buyer D
PRJ1495,Office Building F,Heraklion,Atlas Engineering Contractors,Alpha Cement Supplies,Logistics,Crane service,PO200262,2024-09-02,2024-08-25,2024-11-19,22,512.82,11282.04,10172.26,1109.78,10.91,EUR,86,Medium,Buyer D
PRJ1835,Office Building F,Patras,Helios Civil Works,Alpha Cement Supplies,Plumbing,PVC pipes,PO200263,2023-09-20,2023-08-29,2023-10-13,483,208.12,100521.96,85899.35,14622.61,17.02,EUR,45,High,Buyer D
PRJ1065,Hotel Renovation C,Thessaloniki,Apex Construction Group,Beta Steel Trading,Logistics,Material transport,PO200264,2023-05-24,2023-05-13,2023-08-06,443,707.19,313285.17,347692.87,-34407.7,-9.9,EUR,85,Medium,Buyer C
PRJ1414,Residential Tower A,Larissa,Orion Build Partners,Alpha Cement Supplies,Electrical,Cable trays,PO200265,2023-12-12,2023-11-21,2024-01-07,48,58.67,2816.16,2921.94,-105.78,-3.62,EUR,47,Low,Buyer A
PRJ1237,Office Building F,Thessaloniki,Apex Construction Group,Beta Steel Trading,Plumbing,Valves,PO200266,2024-09-15,2024-08-27,2024-09-26,137,169.83,23266.71,22561.98,704.73,3.12,EUR,30,Low,Buyer C
PRJ1271,Industrial Warehouse D,Larissa,Atlas Engineering Contractors,Alpha Cement Supplies,Timber,Plywood sheets,PO200267,2024-07-25,2024-07-20,2024-09-17,244,222.33,54248.52,53174.74,1073.78,2.02,EUR,59,Low,Buyer B
PRJ1039,Residential Tower A,Larissa,Orion Build Partners,Nordic Timber Solutions,Electrical,Industrial cables,PO200268,2023-01-02,2022-12-20,2023-01-23,377,488.95,184334.15,167966.64,16367.51,9.74,EUR,34,Medium,Buyer A
PRJ1830,Commercial Complex B,Athens,Atlas Engineering Contractors,Helios Logistics Services,Concrete,Cement bags,PO200269,2023-10-31,2023-10-18,2024-01-12,432,383.86,165827.52,73674.25,92153.27,125.08,EUR,86,High,Buyer B
PRJ1504,Office Building F,Patras,Helios Civil Works,Atlas Safety Equipment,Logistics,Material transport,PO200270,2023-09-11,2023-08-22,2023-09-25,38,929.65,35326.7,33030.16,2296.54,6.95,EUR,34,Medium,Buyer C
PRJ1857,Residential Tower A,Heraklion,Orion Build Partners,Alpha Cement Supplies,Logistics,Crane service,PO200271,2024-10-13,2024-09-22,2024-10-25,494,1011.69,499774.86,512436.49,-12661.63,-2.47,EUR,33,Low,Buyer A
PRJ1188,Office Building F,Thessaloniki,Orion Build Partners,Beta Steel Trading,Concrete,Concrete additives,PO200272,2024-03-28,2024-03-02,2024-06-22,187,112.59,21054.33,19465.05,1589.28,8.16,EUR,112,High,Buyer A
PRJ1772,Office Building F,Larissa,Atlas Engineering Contractors,Atlas Safety Equipment,Safety Equipment,Protective gloves,PO200273,2023-02-06,2023-02-02,2023-02-28,63,38.98,2455.74,2103.52,352.22,16.74,EUR,26,High,Buyer A
PRJ1925,Metro Station Upgrade E,Athens,Helios Civil Works,Delta Plumbing Materials,Safety Equipment,Helmets,PO200274,2023-06-09,2023-05-24,2023-06-16,422,82.06,34629.32,31091.85,3537.47,11.38,EUR,23,Medium,Buyer B
PRJ1196,Industrial Warehouse D,Heraklion,Atlas Engineering Contractors,Helios Logistics Services,Safety Equipment,Safety barriers,PO200275,2023-01-09,2022-12-25,2023-03-21,303,84.01,25455.03,23845.16,1609.87,6.75,EUR,86,Medium,Buyer C
PRJ1567,Metro Station Upgrade E,Heraklion,Helios Civil Works,Alpha Cement Supplies,Concrete,Cement bags,PO200276,2023-08-21,2023-07-24,2023-09-15,52,171.21,8902.92,8144.55,758.37,9.31,EUR,53,Medium,Buyer B
PRJ1547,Office Building F,Athens,Delta Infrastructure Services,Beta Steel Trading,Safety Equipment,Protective gloves,PO200277,2023-04-09,2023-04-06,2023-07-02,369,17.09,6306.21,6407.18,-100.97,-1.58,EUR,87,Medium,Buyer A
PRJ1677,Metro Station Upgrade E,Volos,Orion Build Partners,Nordic Timber Solutions,Plumbing,Water fittings,PO200278,2024-10-20,2024-10-15,2025-01-12,414,160.79,66567.06,59784.52,6782.54,11.34,EUR,89,Medium,Buyer A
PRJ1289,Office Building F,Athens,Atlas Engineering Contractors,Helios Logistics Services,Concrete,Cement bags,PO200279,2023-07-27,2023-07-23,2023-10-24,485,147.61,71590.85,64317.85,7273.0,11.31,EUR,93,Medium,Buyer C
PRJ1206,Office Building F,Patras,Orion Build Partners,Helios Logistics Services,Timber,Plywood sheets,PO200280,2023-05-11,2023-04-24,2023-05-25,115,80.94,9308.1,9608.99,-300.89,-3.13,EUR,31,Low,Buyer A
PRJ1449,Metro Station Upgrade E,Thessaloniki,Helios Civil Works,Gamma Electrical Systems,Concrete,Ready-mix concrete,PO200281,2024-02-08,2024-02-05,2024-03-30,446,175.78,78397.88,76324.99,2072.89,2.72,EUR,54,Low,Buyer B
PRJ1925,Commercial Complex B,Athens,Delta Infrastructure Services,Omega HVAC Equipment,Concrete,Cement bags,PO200282,2023-06-01,2023-05-14,2023-07-09,239,58.05,13873.95,12280.68,1593.27,12.97,EUR,56,High,Buyer A
PRJ1171,Residential Tower A,Patras,Delta Infrastructure Services,Gamma Electrical Systems,Electrical,Industrial cables,PO200283,2023-02-23,2023-01-26,2023-03-06,305,677.34,206588.7,213488.97,-6900.27,-3.23,EUR,39,Low,Buyer A
PRJ1824,Residential Tower A,Larissa,Apex Construction Group,Atlas Safety Equipment,HVAC,Air handling units,PO200284,2023-04-30,2023-04-02,2023-06-05,380,3225.04,1225515.2,1298044.41,-72529.21,-5.59,EUR,64,Low,Buyer C
PRJ1937,Metro Station Upgrade E,Patras,Atlas Engineering Contractors,Omega HVAC Equipment,Plumbing,Valves,PO200285,2024-11-03,2024-10-10,2024-12-28,233,188.5,43920.5,48144.76,-4224.26,-8.77,EUR,79,Medium,Buyer B
PRJ1716,Residential Tower A,Heraklion,Orion Build Partners,Delta Plumbing Materials,Concrete,Ready-mix concrete,PO200286,2024-09-19,2024-08-29,2024-10-11,384,71.94,27624.96,30752.25,-3127.29,-10.17,EUR,43,Low,Buyer A
PRJ1635,Commercial Complex B,Larissa,Atlas Engineering Contractors,Gamma Electrical Systems,HVAC,HVAC filters,PO200287,2024-08-09,2024-08-05,2024-11-03,333,3179.34,1058720.22,1216633.32,-157913.1,-12.98,EUR,90,Medium,Buyer B
PRJ1843,Commercial Complex B,Patras,Atlas Engineering Contractors,Atlas Safety Equipment,Timber,Plywood sheets,PO200288,2024-09-16,2024-09-06,2024-11-23,59,444.4,26219.6,11451.35,14768.25,128.97,EUR,78,High,Buyer B
PRJ1048,Residential Tower A,Heraklion,Apex Construction Group,Beta Steel Trading,Timber,Formwork timber,PO200289,2024-02-24,2024-02-13,2024-04-17,348,175.12,60941.76,53696.0,7245.76,13.49,EUR,64,High,Buyer A
PRJ1704,Industrial Warehouse D,Larissa,Atlas Engineering Contractors,Nordic Timber Solutions,Logistics,Material transport,PO200290,2024-02-26,2024-02-17,2024-04-15,480,1177.47,565185.6,594206.32,-29020.72,-4.88,EUR,58,Low,Buyer C
PRJ1858,Industrial Warehouse D,Thessaloniki,Delta Infrastructure Services,Omega HVAC Equipment,Plumbing,Valves,PO200291,2023-04-14,2023-03-17,2023-04-24,401,94.38,37846.38,37087.52,758.86,2.05,EUR,38,Low,Buyer B
PRJ1059,Residential Tower A,Larissa,Atlas Engineering Contractors,Beta Steel Trading,Steel,Steel beams,PO200292,2023-09-11,2023-08-30,2023-11-30,445,975.59,434137.55,395358.76,38778.79,9.81,EUR,92,Medium,Buyer B
PRJ1396,Hotel Renovation C,Thessaloniki,Helios Civil Works,Atlas Safety Equipment,Plumbing,PVC pipes,PO200293,2023-08-15,2023-08-01,2023-08-29,395,74.05,29249.75,30971.01,-1721.26,-5.56,EUR,28,Low,Buyer D
PRJ1990,Metro Station Upgrade E,Heraklion,Delta Infrastructure Services,Beta Steel Trading,Timber,Formwork timber,PO200294,2023-04-22,2023-03-26,2023-06-03,239,174.5,41705.5,38265.32,3440.18,8.99,EUR,69,Medium,Buyer A
PRJ1791,Office Building F,Heraklion,Helios Civil Works,Omega HVAC Equipment,Electrical,Cable trays,PO200295,2024-05-24,2024-04-30,2024-06-04,74,536.53,39703.22,43014.77,-3311.55,-7.7,EUR,35,Low,Buyer D
PRJ1591,Metro Station Upgrade E,Heraklion,Helios Civil Works,Helios Logistics Services,Logistics,Crane service,PO200296,2024-04-17,2024-04-10,2024-04-22,63,723.73,45594.99,50908.6,-5313.61,-10.44,EUR,12,Low,Buyer A
PRJ1914,Commercial Complex B,Patras,Apex Construction Group,Atlas Safety Equipment,Logistics,Material transport,PO200297,2023-04-09,2023-03-14,2023-06-11,232,1553.39,360386.48,378417.18,-18030.7,-4.76,EUR,89,Medium,Buyer D
PRJ1573,Commercial Complex B,Patras,Delta Infrastructure Services,Gamma Electrical Systems,Timber,Plywood sheets,PO200298,2023-06-02,2023-05-04,2023-07-24,276,239.11,65994.36,71960.54,-5966.18,-8.29,EUR,81,Medium,Buyer C
PRJ1950,Hotel Renovation C,Volos,Orion Build Partners,Helios Logistics Services,Safety Equipment,Helmets,PO200299,2023-12-04,2023-11-19,2023-12-24,369,125.72,46390.68,51250.28,-4859.6,-9.48,EUR,35,Low,Buyer C
PRJ1207,Hotel Renovation C,Thessaloniki,Atlas Engineering Contractors,Gamma Electrical Systems,Timber,Wood panels,PO200300,2024-12-06,2024-11-20,2025-01-17,408,193.61,78992.88,68066.7,10926.18,16.05,EUR,58,High,Buyer A
PRJ1450,Commercial Complex B,Larissa,Atlas Engineering Contractors,Alpha Cement Supplies,HVAC,HVAC filters,PO200301,2023-06-12,2023-05-22,2023-06-26,25,732.75,18318.75,19599.25,-1280.5,-6.53,EUR,35,Low,Buyer C
PRJ1563,Metro Station Upgrade E,Heraklion,Helios Civil Works,Delta Plumbing Materials,Logistics,Crane service,PO200302,2024-12-20,2024-12-04,2025-01-04,482,916.53,441767.46,403550.5,38216.96,9.47,EUR,31,Medium,Buyer A
PRJ1155,Office Building F,Thessaloniki,Atlas Engineering Contractors,Omega HVAC Equipment,Steel,Rebar steel,PO200303,2024-11-11,2024-11-03,2025-02-07,409,886.98,362774.82,398997.73,-36222.91,-9.08,EUR,96,High,Buyer C
PRJ1839,Industrial Warehouse D,Athens,Orion Build Partners,Atlas Safety Equipment,Concrete,Cement bags,PO200304,2023-06-10,2023-05-14,2023-08-12,489,51.36,25115.04,26982.05,-1867.01,-6.92,EUR,90,Medium,Buyer B
PRJ1059,Hotel Renovation C,Heraklion,Orion Build Partners,Atlas Safety Equipment,Safety Equipment,Safety barriers,PO200305,2024-08-02,2024-07-17,2024-10-26,142,13.43,1907.06,1635.28,271.78,16.62,EUR,101,High,Buyer C
PRJ1834,Industrial Warehouse D,Volos,Helios Civil Works,Gamma Electrical Systems,Plumbing,Water fittings,PO200306,2024-02-02,2024-01-05,2024-04-02,94,287.43,27018.42,29723.98,-2705.56,-9.1,EUR,88,Medium,Buyer B
PRJ1144,Office Building F,Volos,Atlas Engineering Contractors,Nordic Timber Solutions,Plumbing,PVC pipes,PO200307,2023-10-04,2023-09-24,2023-10-16,474,46.14,21870.36,24369.97,-2499.61,-10.26,EUR,22,Low,Buyer C
PRJ1931,Hotel Renovation C,Heraklion,Delta Infrastructure Services,Beta Steel Trading,Safety Equipment,Helmets,PO200308,2024-05-18,2024-04-30,2024-07-17,155,95.48,14799.4,16143.07,-1343.67,-8.32,EUR,78,Medium,Buyer C
PRJ1743,Metro Station Upgrade E,Heraklion,Apex Construction Group,Alpha Cement Supplies,Safety Equipment,Safety barriers,PO200309,2024-01-27,2024-01-17,2024-03-28,207,105.61,21861.27,20780.97,1080.3,5.2,EUR,71,Medium,Buyer B
PRJ1763,Industrial Warehouse D,Thessaloniki,Helios Civil Works,Helios Logistics Services,HVAC,HVAC filters,PO200310,2023-05-15,2023-04-29,2023-06-07,11,2932.72,32259.92,29047.98,3211.94,11.06,EUR,39,Medium,Buyer A
PRJ1919,Hotel Renovation C,Volos,Delta Infrastructure Services,Atlas Safety Equipment,Plumbing,Valves,PO200311,2023-07-14,2023-07-07,2023-07-21,126,149.03,18777.78,7277.25,11500.53,158.03,EUR,14,High,Buyer C
PRJ1516,Commercial Complex B,Volos,Helios Civil Works,Nordic Timber Solutions,Plumbing,Water fittings,PO200312,2024-02-05,2024-01-30,2024-03-29,125,116.2,14525.0,13087.53,1437.47,10.98,EUR,59,Medium,Buyer C
PRJ1355,Industrial Warehouse D,Heraklion,Apex Construction Group,Alpha Cement Supplies,Plumbing,Water fittings,PO200313,2024-10-01,2024-09-24,2024-11-20,192,202.81,38939.52,34781.7,4157.82,11.95,EUR,57,Medium,Buyer C
PRJ1089,Commercial Complex B,Patras,Orion Build Partners,Helios Logistics Services,Safety Equipment,Helmets,PO200314,2023-02-02,2023-01-08,2023-04-04,106,37.73,3999.38,3628.31,371.07,10.23,EUR,86,Medium,Buyer C
PRJ1040,Industrial Warehouse D,Thessaloniki,Atlas Engineering Contractors,Omega HVAC Equipment,Steel,Steel beams,PO200315,2024-11-18,2024-11-01,2024-12-07,319,464.87,148293.53,160090.0,-11796.47,-7.37,EUR,36,Low,Buyer A
PRJ1048,Commercial Complex B,Heraklion,Atlas Engineering Contractors,Alpha Cement Supplies,Logistics,Crane service,PO200316,2024-04-04,2024-03-21,2024-06-20,428,1573.41,673419.48,596045.95,77373.53,12.98,EUR,91,High,Buyer D
PRJ1270,Office Building F,Heraklion,Orion Build Partners,Nordic Timber Solutions,HVAC,Air handling units,PO200317,2024-04-14,2024-03-26,2024-07-08,229,2238.93,512714.97,514698.72,-1983.75,-0.39,EUR,104,High,Buyer A
PRJ1412,Hotel Renovation C,Larissa,Helios Civil Works,Helios Logistics Services,Logistics,Crane service,PO200318,2024-01-10,2024-01-02,2024-03-13,191,1277.24,243952.84,227752.64,16200.2,7.11,EUR,71,Medium,Buyer D
PRJ1611,Commercial Complex B,Patras,Atlas Engineering Contractors,Delta Plumbing Materials,HVAC,Air handling units,PO200319,2023-01-22,2023-01-12,2023-03-05,247,2220.11,548367.17,527729.08,20638.09,3.91,EUR,52,Low,Buyer C
PRJ1596,Office Building F,Heraklion,Delta Infrastructure Services,Omega HVAC Equipment,Safety Equipment,Protective gloves,PO200320,2024-10-31,2024-10-09,2025-01-12,345,8.51,2935.95,2953.63,-17.68,-0.6,EUR,95,Medium,Buyer B
PRJ1973,Residential Tower A,Thessaloniki,Helios Civil Works,Gamma Electrical Systems,Steel,Rebar steel,PO200321,2023-02-07,2023-01-16,2023-04-01,205,512.51,105064.55,106777.23,-1712.68,-1.6,EUR,75,Medium,Buyer C
PRJ1497,Industrial Warehouse D,Athens,Delta Infrastructure Services,Helios Logistics Services,Timber,Plywood sheets,PO200322,2023-08-18,2023-08-08,2023-11-02,315,192.06,60498.9,27236.07,33262.83,122.13,EUR,86,High,Buyer B
PRJ1094,Commercial Complex B,Larissa,Atlas Engineering Contractors,Omega HVAC Equipment,Timber,Formwork timber,PO200323,2023-12-31,2023-12-12,2024-03-26,286,269.75,77148.5,74784.65,2363.85,3.16,EUR,105,High,Buyer A
PRJ1364,Metro Station Upgrade E,Heraklion,Apex Construction Group,Alpha Cement Supplies,Logistics,Material transport,PO200324,2024-07-16,2024-06-27,2024-09-13,424,677.69,287340.56,284610.55,2730.01,0.96,EUR,78,Medium,Buyer B
PRJ1140,Residential Tower A,Larissa,Apex Construction Group,Alpha Cement Supplies,Safety Equipment,Protective gloves,PO200325,2024-03-13,2024-02-28,2024-03-18,227,96.21,21839.67,20765.2,1074.47,5.17,EUR,19,Medium,Buyer B
PRJ1863,Residential Tower A,Athens,Helios Civil Works,Omega HVAC Equipment,Plumbing,PVC pipes,PO200326,2023-10-10,2023-09-27,2023-12-18,232,77.73,18033.36,18403.76,-370.4,-2.01,EUR,82,Medium,Buyer A
PRJ1499,Office Building F,Athens,Apex Construction Group,Gamma Electrical Systems,Logistics,Site delivery service,PO200327,2023-01-27,2023-01-01,2023-02-23,390,861.95,336160.5,361314.65,-25154.15,-6.96,EUR,53,Low,Buyer C
PRJ1273,Office Building F,Patras,Orion Build Partners,Beta Steel Trading,Logistics,Crane service,PO200328,2023-08-14,2023-07-22,2023-10-06,115,741.91,85319.65,88828.71,-3509.06,-3.95,EUR,76,Medium,Buyer C
PRJ1570,Residential Tower A,Athens,Orion Build Partners,Nordic Timber Solutions,HVAC,Ventilation ducts,PO200329,2023-10-04,2023-09-10,2023-12-15,218,3369.6,734572.8,724792.51,9780.29,1.35,EUR,96,High,Buyer C
PRJ1447,Industrial Warehouse D,Thessaloniki,Orion Build Partners,Atlas Safety Equipment,Steel,Metal frames,PO200330,2024-08-31,2024-08-02,2024-10-30,284,578.38,164259.92,180746.94,-16487.02,-9.12,EUR,89,Medium,Buyer A
PRJ1511,Commercial Complex B,Patras,Helios Civil Works,Helios Logistics Services,Safety Equipment,Safety barriers,PO200331,2023-10-11,2023-09-15,2023-10-31,76,37.86,2877.36,2833.15,44.21,1.56,EUR,46,Low,Buyer B
PRJ1005,Hotel Renovation C,Thessaloniki,Atlas Engineering Contractors,Helios Logistics Services,Steel,Rebar steel,PO200332,2024-04-25,2024-03-28,2024-07-11,404,1064.08,429888.32,482037.18,-52148.86,-10.82,EUR,105,High,Buyer C
PRJ1434,Industrial Warehouse D,Heraklion,Orion Build Partners,Nordic Timber Solutions,Electrical,Industrial cables,PO200333,2024-03-28,2024-03-17,2024-06-16,181,510.84,92462.04,46518.48,45943.56,98.76,EUR,91,High,Buyer D
PRJ1469,Office Building F,Larissa,Apex Construction Group,Delta Plumbing Materials,Concrete,Cement bags,PO200334,2024-10-20,2024-10-15,2024-12-29,378,144.2,54507.6,59781.12,-5273.52,-8.82,EUR,75,Medium,Buyer A
PRJ1070,Residential Tower A,Patras,Orion Build Partners,Nordic Timber Solutions,Safety Equipment,Protective gloves,PO200335,2024-05-30,2024-05-13,2024-07-25,302,84.98,25663.96,24817.98,845.98,3.41,EUR,73,Medium,Buyer D
PRJ1552,Commercial Complex B,Thessaloniki,Apex Construction Group,Delta Plumbing Materials,Electrical,Cable trays,PO200336,2024-06-30,2024-06-07,2024-07-22,476,674.58,321100.08,340336.21,-19236.13,-5.65,EUR,45,Low,Buyer D
PRJ1237,Office Building F,Larissa,Delta Infrastructure Services,Alpha Cement Supplies,Safety Equipment,Protective gloves,PO200337,2023-07-11,2023-07-04,2023-09-28,378,73.73,27869.94,24681.97,3187.97,12.92,EUR,86,High,Buyer D
